,Oppositionteam,Team,city,conceded,date,dots,economyRate,foursConceded,fullName,maidens,media,name,noballs,overs,sixesConceded,wickets,wides
2,Pakistan,Pakistan,Colombo,16,2015-08-01,10,5.33,1,Shoaib Malik,0,,Shoaib Malik,0,3,1,2,0
3,Pakistan,Pakistan,Colombo,31,2015-08-01,8,7.75,2,Mohammad Irfan,0,,Mohammad Irfan,0,4,1,1,0
4,Pakistan,Pakistan,Colombo,30,2015-08-01,9,7.50,2,Shahid Afridi,0,,Shahid Afridi,0,4,1,1,0
5,Pakistan,Pakistan,Colombo,8,2015-08-01,3,8.00,0,Imad Wasim,0,,Imad Wasim,0,1,0,0,1
0,Pakistan,Pakistan,Colombo,33,2015-08-01,6,9.90,2,Binura Fernando,0,,B Fernando,0,3.2,1,2,1
1,Pakistan,Pakistan,Colombo,37,2015-08-01,7,9.25,1,Shehan Jayasuriya,0,,GSNFG Jayasuriya,0,4,2,1,0
2,Pakistan,Pakistan,Colombo,27,2015-08-01,12,6.75,3,Thisara Perera,0,,NLTC Perera,0,4,1,1,0
3,Pakistan,Pakistan,Colombo,17,2015-08-01,3,8.50,1,Milinda Siriwardana,0,,TAM Siriwardana,0,2,1,1,0
4,Pakistan,Pakistan,Colombo,19,2015-08-01,3,9.50,0,Jeffrey Vandersay,0,,JDF Vandersay,0,2,2,0,0
5,Pakistan,Pakistan,Colombo,40,2015-08-01,4,10.00,2,Lasith Malinga,0,,SL Malinga,0,4,2,1,0
0,Zimbabwe,Zimbabwe,Harare,30,2015-08-09,1,15.00,4,Prosper Utseya,0,,P Utseya,0,2,1,0,0
1,Zimbabwe,Zimbabwe,Harare,34,2015-08-09,5,11.33,6,Taurai Muzarabani,0,,T Muzarabani,0,3,0,1,0
2,Zimbabwe,Zimbabwe,Harare,24,2015-08-09,9,8.00,3,Chris Mpofu,0,,CB Mpofu,0,3,1,0,0
3,Zimbabwe,Zimbabwe,Harare,18,2015-08-09,6,9.00,2,Chamu Chibhabha,0,,CJ Chibhabha,0,2,1,0,0
4,Zimbabwe,Zimbabwe,Harare,28,2015-08-09,9,7.00,2,Sean Williams,0,,SC Williams,0,4,1,3,0
5,Zimbabwe,Zimbabwe,Harare,28,2015-08-09,5,9.33,1,Graeme Cremer,0,,AG Cremer,0,3,2,1,1
6,Zimbabwe,Zimbabwe,Harare,32,2015-08-09,3,10.66,1,Sikandar Raza,0,,Sikandar Raza,0,3,1,0,0
0,Zimbabwe,Zimbabwe,Harare,10,2015-08-09,19,2.50,1,Adam Milne,0,,AF Milne,0,4,0,2,0
1,Zimbabwe,Zimbabwe,Harare,33,2015-08-09,9,8.25,5,Mitchell McClenaghan,0,,MJ McClenaghan,0,4,0,2,2
2,Zimbabwe,Zimbabwe,Harare,21,2015-08-09,8,7.00,2,James Neesham,0,,JDS Neesham,0,3,0,1,2
3,Zimbabwe,Zimbabwe,Harare,25,2015-08-09,6,6.25,1,Nathan McCullum,0,,NL McCullum,0,4,0,1,1
4,Zimbabwe,Zimbabwe,Harare,15,2015-08-09,14,3.75,1,Ish Sodhi,0,,IS Sodhi,0,4,0,1,0
5,Zimbabwe,Zimbabwe,Harare,7,2015-08-09,4,7.00,0,Grant Elliott,0,,GD Elliott,0,1,1,1,0
0,South,South,Durban,27,2015-08-14,11,6.75,4,Kyle Abbott,0,,KJ Abbott,0,4,0,0,0
1,South,South,Durban,29,2015-08-14,11,7.25,3,Kagiso Rabada,0,,K Rabada,0,4,1,2,1
2,South,South,Durban,37,2015-08-14,7,9.25,6,Morne Morkel,0,,M Morkel,0,4,0,0,0
3,South,South,Durban,24,2015-08-14,9,6.00,3,David Wiese,0,,D Wiese,0,4,0,2,0
4,South,South,Durban,29,2015-08-14,9,7.25,2,Aaron Phangiso,0,,AM Phangiso,0,4,1,2,0
0,South,South,Durban,17,2015-08-14,10,5.66,3,Doug Bracewell,0,,DAJ Bracewell,0,3,0,1,0
1,South,South,Durban,23,2015-08-14,12,6.00,2,Adam Milne,0,,AF Milne,0,3.5,1,1,1
2,South,South,Durban,33,2015-08-14,6,11.00,5,Mitchell McClenaghan,0,,MJ McClenaghan,1,3,1,1,0
3,South,South,Durban,19,2015-08-14,4,9.50,3,George Worker,0,,GH Worker,0,2,0,1,1
4,South,South,Durban,34,2015-08-14,4,8.50,2,Nathan McCullum,0,,NL McCullum,0,4,1,0,0
5,South,South,Durban,12,2015-08-14,1,12.00,0,Grant Elliott,0,,GD Elliott,0,1,1,0,0
6,South,South,Durban,9,2015-08-14,0,9.00,1,Kane Williamson,0,,KS Williamson,0,1,0,0,0
0,South,South,Centurion,40,2015-08-16,6,10.00,4,Aaron Phangiso,0,,AM Phangiso,0,4,1,1,2
1,South,South,Centurion,44,2015-08-16,11,11.00,6,Kyle Abbott,0,,KJ Abbott,0,4,2,0,1
2,South,South,Centurion,30,2015-08-16,12,7.50,4,Kagiso Rabada,0,,K Rabada,0,4,1,3,0
3,South,South,Centurion,26,2015-08-16,9,6.50,3,David Wiese,0,,D Wiese,0,4,0,1,1
4,South,South,Centurion,32,2015-08-16,4,10.66,2,Eddie Leie,0,,E Leie,0,3,2,1,1
5,South,South,Centurion,4,2015-08-16,2,4.00,0,Farhaan Behardien,0,,F Behardien,0,1,0,1,0
0,South,South,Centurion,31,2015-08-16,6,7.75,1,Nathan McCullum,0,,NL McCullum,0,4,2,2,0
1,South,South,Centurion,27,2015-08-16,12,6.75,3,Adam Milne,0,,AF Milne,0,4,0,1,2
2,South,South,Centurion,28,2015-08-16,12,7.00,3,Mitchell McClenaghan,0,,MJ McClenaghan,0,4,1,2,1
3,South,South,Centurion,22,2015-08-16,6,7.33,3,James Neesham,0,,JDS Neesham,0,3,0,1,0
4,South,South,Centurion,27,2015-08-16,7,6.75,3,Ish Sodhi,0,,IS Sodhi,0,4,0,2,0
5,South,South,Centurion,10,2015-08-16,0,10.00,1,Grant Elliott,0,,GD Elliott,0,1,0,0,1
0,Australia,Australia,Cardiff,32,2015-08-31,12,8.00,3,Mitchell Starc,0,,MA Starc,0,4,1,1,4
1,Australia,Australia,Cardiff,24,2015-08-31,10,6.00,2,Nathan Coulter-Nile,0,,NM Coulter-Nile,0,4,0,1,0
2,Australia,Australia,Cardiff,25,2015-08-31,12,6.25,1,Pat Cummins,0,,PJ Cummins,0,4,2,2,0
3,Australia,Australia,Cardiff,21,2015-08-31,5,10.50,3,Mitchell Marsh,0,,MR Marsh,0,2,1,0,0
4,Australia,Australia,Cardiff,12,2015-08-31,2,6.00,0,Glenn Maxwell,0,,GJ Maxwell,0,2,0,0,0
5,Australia,Australia,Cardiff,13,2015-08-31,1,13.00,1,Marcus Stoinis,0,,MP Stoinis,0,1,1,0,0
6,Australia,Australia,Cardiff,33,2015-08-31,3,16.50,0,Shane Watson,0,,SR Watson,0,2,4,0,1
7,Australia,Australia,Cardiff,19,2015-08-31,0,19.00,1,Cameron Boyce,0,,CJ Boyce,0,1,2,0,0
0,Australia,Australia,Cardiff,34,2015-08-31,9,8.50,4,David Willey,0,,DJ Willey,0,4,1,2,0
1,Australia,Australia,Cardiff,39,2015-08-31,10,9.75,4,Steven Finn,0,,ST Finn,0,4,2,1,0
2,Australia,Australia,Cardiff,35,2015-08-31,7,8.75,5,Reece Topley,0,,RJW Topley,0,4,0,1,0
3,Australia,Australia,Cardiff,32,2015-08-31,2,10.66,1,Adil Rashid,0,,AU Rashid,0,3,2,0,0
4,Australia,Australia,Cardiff,29,2015-08-31,9,7.25,3,Ben Stokes,0,,BA Stokes,0,4,0,1,1
5,Australia,Australia,Cardiff,3,2015-08-31,3,3.00,0,Moeen Ali,0,,MM Ali,0,1,0,1,0
0,Zimbabwe,Zimbabwe,Harare,32,2015-09-27,8,8.00,2,Prosper Utseya,0,,P Utseya,0,4,0,0,0
1,Zimbabwe,Zimbabwe,Harare,18,2015-09-27,10,6.00,2,Chamu Chibhabha,0,,CJ Chibhabha,0,3,0,3,1
2,Zimbabwe,Zimbabwe,Harare,8,2015-09-27,8,4.00,1,Tinashe Panyangara,0,,T Panyangara,0,2,0,1,0
3,Zimbabwe,Zimbabwe,Harare,9,2015-09-27,6,4.50,0,Luke Jongwe,0,,LM Jongwe,1,2,0,1,1
4,Zimbabwe,Zimbabwe,Harare,21,2015-09-27,11,5.25,0,Graeme Cremer,0,,AG Cremer,0,4,1,1,0
5,Zimbabwe,Zimbabwe,Harare,34,2015-09-27,7,8.50,3,Sean Williams,0,,SC Williams,0,4,1,1,0
6,Zimbabwe,Zimbabwe,Harare,12,2015-09-27,1,12.00,0,Sikandar Raza,0,,Sikandar Raza,0,1,1,0,1
0,Zimbabwe,Zimbabwe,Harare,11,2015-09-27,15,2.75,0,Imad Wasim,0,,Imad Wasim,0,4,0,4,1
1,Zimbabwe,Zimbabwe,Harare,24,2015-09-27,11,6.00,3,Sohail Tanvir,0,,Sohail Tanvir,0,4,0,1,0
2,Zimbabwe,Zimbabwe,Harare,27,2015-09-27,8,6.75,2,Wahab Riaz,0,,Wahab Riaz,0,4,0,1,1
3,Zimbabwe,Zimbabwe,Harare,29,2015-09-27,8,7.25,2,Imran Khan,0,,Imran Khan(1),0,4,1,0,1
4,Zimbabwe,Zimbabwe,Harare,23,2015-09-27,7,7.66,3,Shahid Afridi,0,,Shahid Afridi,0,3,0,0,0
5,Zimbabwe,Zimbabwe,Harare,7,2015-09-27,2,7.00,1,Shoaib Malik,0,,Shoaib Malik,0,1,0,0,0
0,Zimbabwe,Zimbabwe,Harare,13,2015-09-29,6,6.50,2,Chamu Chibhabha,0,,CJ Chibhabha,0,2,0,0,0
1,Zimbabwe,Zimbabwe,Harare,27,2015-09-29,13,6.75,3,Tinashe Panyangara,0,,T Panyangara,0,4,1,2,1
2,Zimbabwe,Zimbabwe,Harare,24,2015-09-29,9,6.00,2,Luke Jongwe,0,,LM Jongwe,0,4,0,2,0
3,Zimbabwe,Zimbabwe,Harare,26,2015-09-29,8,6.50,2,Sean Williams,0,,SC Williams,0,4,0,0,0
4,Zimbabwe,Zimbabwe,Harare,25,2015-09-29,10,6.25,2,Graeme Cremer,0,,AG Cremer,0,4,0,1,0
5,Zimbabwe,Zimbabwe,Harare,20,2015-09-29,4,10.00,3,Prosper Utseya,0,,P Utseya,0,2,0,1,0
0,Zimbabwe,Zimbabwe,Harare,18,2015-09-29,13,4.50,1,Sohail Tanvir,0,,Sohail Tanvir,0,4,0,1,0
1,Zimbabwe,Zimbabwe,Harare,25,2015-09-29,13,6.25,2,Mohammad Irfan,0,,Mohammad Irfan,0,4,1,2,0
2,Zimbabwe,Zimbabwe,Harare,14,2015-09-29,14,3.50,1,Imad Wasim,0,,Imad Wasim,0,4,0,1,1
3,Zimbabwe,Zimbabwe,Harare,26,2015-09-29,5,6.50,2,Shahid Afridi,0,,Shahid Afridi,0,4,0,0,0
4,Zimbabwe,Zimbabwe,Harare,35,2015-09-29,6,8.75,0,Imran Khan,0,,Imran Khan(1),0,4,2,2,0
0,South,South,Dharamsala,29,2015-10-02,10,7.25,3,Kyle Abbott,0,,KJ Abbott,0,4,1,2,0
1,South,South,Dharamsala,32,2015-10-02,12,8.00,1,Kagiso Rabada,0,,K Rabada,0,4,3,0,2
2,South,South,Dharamsala,47,2015-10-02,7,11.75,5,Marchant de Lange,0,,M de Lange,1,4,2,0,2
3,South,South,Dharamsala,46,2015-10-02,4,11.50,5,Chris Morris,0,,CH Morris,0,4,2,1,1
4,South,South,Dharamsala,35,2015-10-02,4,11.66,1,Imran Tahir,0,,Imran Tahir,0,3,3,0,1
5,South,South,Dharamsala,8,2015-10-02,0,8.00,0,Jean-Paul Duminy,0,,JP Duminy,0,1,0,0,1
0,South,South,Dharamsala,40,2015-10-02,8,10.00,5,Bhuvneshwar Kumar,0,,B Kumar,0,4,1,0,1
1,South,South,Dharamsala,44,2015-10-02,4,12.00,4,Sreenath Aravind,0,,S Aravind,0,3.4,2,1,0
2,South,South,Dharamsala,40,2015-10-02,7,10.00,5,Mohit Sharma,0,,MM Sharma,0,4,1,0,1
3,South,South,Dharamsala,45,2015-10-02,8,11.25,2,Axar Patel,0,,AR Patel,0,4,4,0,1
4,South,South,Dharamsala,26,2015-10-02,9,6.50,1,Ravichandran Ashwin,0,,R Ashwin,0,4,1,1,1
0,South,South,Cuttack,21,2015-10-05,11,7.00,3,Kyle Abbott,0,,KJ Abbott,1,3,0,0,4
1,South,South,Cuttack,24,2015-10-05,10,6.00,3,Imran Tahir,0,,Imran Tahir,0,4,0,2,1
2,South,South,Cuttack,18,2015-10-05,10,4.50,0,Kagiso Rabada,0,,K Rabada,0,4,0,1,3
3,South,South,Cuttack,16,2015-10-05,6,6.85,2,Chris Morris,0,,CH Morris,0,2.2,0,2,1
4,South,South,Cuttack,12,2015-10-05,13,3.00,0,Albie Morkel,0,,JA Morkel,0,4,0,3,0
0,South,South,Cuttack,13,2015-10-05,7,6.50,2,Bhuvneshwar Kumar,0,,B Kumar,0,2,0,0,1
1,South,South,Cuttack,24,2015-10-05,13,6.00,2,Ravichandran Ashwin,0,,R Ashwin,0,4,1,3,0
2,South,South,Cuttack,20,2015-10-05,12,5.00,1,Harbhajan Singh,0,,Harbhajan Singh,0,4,0,0,2
3,South,South,Cuttack,7,2015-10-05,2,7.00,1,Mohit Sharma,0,,MM Sharma,0,1,0,0,0
4,South,South,Cuttack,12,2015-10-05,10,3.78,1,Suresh Raina,0,,SK Raina,0,3.1,0,0,0
5,South,South,Cuttack,17,2015-10-05,6,5.66,0,Axar Patel,0,,AR Patel,0,3,1,1,0
0,Afghanistan,Afghanistan,Bulawayo,28,2015-10-26,-,7.00,-,Amir Hamza,0,,Amir Hamza,0,4,-,0,0
1,Afghanistan,Afghanistan,Bulawayo,40,2015-10-26,-,10.00,-,Mohammad Nabi,0,,Mohammad Nabi,0,4,-,1,0
2,Afghanistan,Afghanistan,Bulawayo,29,2015-10-26,-,7.25,-,Dawlat Zadran,0,,Dawlat Zadran,0,4,-,3,0
3,Afghanistan,Afghanistan,Bulawayo,20,2015-10-26,-,10.00,-,Gulbadin Naib,0,,Gulbadin Naib,0,2,-,0,0
4,Afghanistan,Afghanistan,Bulawayo,20,2015-10-26,-,5.00,-,Rashid Khan,0,,Rashid Khan,0,4,-,1,0
5,Afghanistan,Afghanistan,Bulawayo,15,2015-10-26,-,7.50,-,Karim Sadiq,0,,Karim Sadiq,0,2,-,0,0
0,Afghanistan,Afghanistan,Bulawayo,31,2015-10-26,-,7.75,-,Taurai Muzarabani,0,,T Muzarabani,0,4,-,0,0
1,Afghanistan,Afghanistan,Bulawayo,24,2015-10-26,-,7.57,-,Chris Mpofu,0,,CB Mpofu,0,3.1,-,0,0
2,Afghanistan,Afghanistan,Bulawayo,26,2015-10-26,-,6.50,-,Tendai Chisoro,0,,TS Chisoro,0,4,-,1,0
3,Afghanistan,Afghanistan,Bulawayo,39,2015-10-26,-,9.75,-,Wellington Masakadza,0,,WP Masakadza,0,4,-,1,0
4,Afghanistan,Afghanistan,Bulawayo,20,2015-10-26,-,10.00,-,Sean Williams,0,,SC Williams,0,2,-,1,0
5,Afghanistan,Afghanistan,Bulawayo,5,2015-10-26,-,5.00,-,Sikandar Raza,0,,Sikandar Raza,0,1,-,0,0
6,Afghanistan,Afghanistan,Bulawayo,7,2015-10-26,-,7.00,-,Chamu Chibhabha,0,,CJ Chibhabha,0,1,-,0,0
0,Afghanistan,Afghanistan,Bulawayo,24,2015-10-28,-,6.00,-,Dawlat Zadran,1,,Dawlat Zadran,0,4,-,2,0
1,Afghanistan,Afghanistan,Bulawayo,40,2015-10-28,-,13.33,-,Gulbadin Naib,0,,Gulbadin Naib,1,3,-,2,0
2,Afghanistan,Afghanistan,Bulawayo,52,2015-10-28,-,13.00,-,Rashid Khan,0,,Rashid Khan,1,4,-,1,0
3,Afghanistan,Afghanistan,Bulawayo,16,2015-10-28,-,16.00,-,Karim Sadiq,0,,Karim Sadiq,0,1,-,0,0
4,Afghanistan,Afghanistan,Bulawayo,26,2015-10-28,-,6.50,-,Amir Hamza,0,,Amir Hamza,0,4,-,2,0
5,Afghanistan,Afghanistan,Bulawayo,29,2015-10-28,-,7.25,-,Mohammad Nabi,0,,Mohammad Nabi,0,4,-,0,1
0,Afghanistan,Afghanistan,Bulawayo,44,2015-10-28,-,11.47,-,Chris Mpofu,0,,CB Mpofu,0,3.5,-,0,3
1,Afghanistan,Afghanistan,Bulawayo,32,2015-10-28,-,8.00,-,Taurai Muzarabani,0,,T Muzarabani,0,4,-,1,0
2,Afghanistan,Afghanistan,Bulawayo,35,2015-10-28,-,11.66,-,Neville Madziva,0,,N Madziva,0,3,-,0,2
3,Afghanistan,Afghanistan,Bulawayo,12,2015-10-28,-,12.00,-,Wellington Masakadza,0,,WP Masakadza,0,1,-,0,0
4,Afghanistan,Afghanistan,Bulawayo,27,2015-10-28,-,6.75,-,Sean Williams,0,,SC Williams,0,4,-,0,0
5,Afghanistan,Afghanistan,Bulawayo,37,2015-10-28,-,9.25,-,Chamu Chibhabha,0,,CJ Chibhabha,1,4,-,2,1
0,West,West,Kandy,27,2015-11-09,3,13.50,5,Jason Holder,0,,JO Holder,0,2,0,0,2
1,West,West,Kandy,34,2015-11-09,5,11.33,5,Jerome Taylor,0,,JE Taylor,0,3,1,0,0
2,West,West,Kandy,26,2015-11-09,2,13.00,5,Daren Sammy,0,,DJG Sammy,0,2,0,0,0
3,West,West,Kandy,20,2015-11-09,13,5.00,1,Sunil Narine,0,,SP Narine,0,4,1,1,1
4,West,West,Kandy,11,2015-11-09,0,11.00,0,Devendra Bishoo,0,,D Bishoo,0,1,1,0,0
5,West,West,Kandy,53,2015-11-09,3,13.25,3,Dwayne Bravo,0,,DJ Bravo,0,4,4,0,0
6,West,West,Kandy,42,2015-11-09,6,10.50,3,Kieron Pollard,0,,KA Pollard,1,4,2,2,0
0,West,West,Kandy,19,2015-11-09,14,4.75,3,Lasith Malinga,0,,SL Malinga,0,4,0,2,0
1,West,West,Kandy,37,2015-11-09,8,9.25,2,Nuwan Kulasekara,0,,KMDN Kulasekara,0,4,2,0,3
2,West,West,Kandy,46,2015-11-09,9,11.50,1,Sachithra Senanayake,0,,SMSM Senanayake,0,4,5,4,0
3,West,West,Kandy,30,2015-11-09,8,10.00,1,Dushmantha Chameera,0,,PVD Chameera,0,3,3,1,2
4,West,West,Kandy,41,2015-11-09,8,10.25,3,Milinda Siriwardana,0,,TAM Siriwardana,0,4,3,2,1
5,West,West,Kandy,11,2015-11-09,2,13.20,1,Shehan Jayasuriya,0,,GSNFG Jayasuriya,0,0.5,0,1,1
0,Sri,Sri,Colombo,16,2015-11-11,12,4.00,0,Lasith Malinga,0,,SL Malinga,0,4,0,2,1
1,Sri,Sri,Colombo,22,2015-11-11,10,5.50,1,Nuwan Kulasekara,0,,KMDN Kulasekara,0,4,0,0,1
2,Sri,Sri,Colombo,38,2015-11-11,3,12.66,2,Sachithra Senanayake,0,,SMSM Senanayake,0,3,3,0,0
3,Sri,Sri,Colombo,36,2015-11-11,6,12.00,4,Dushmantha Chameera,0,,PVD Chameera,0,3,1,1,2
4,Sri,Sri,Colombo,17,2015-11-11,9,5.66,0,Milinda Siriwardana,0,,TAM Siriwardana,0,3,1,2,2
5,Sri,Sri,Colombo,27,2015-11-11,3,9.00,0,Shehan Jayasuriya,0,,GSNFG Jayasuriya,0,3,2,0,0
0,Sri,Sri,Colombo,24,2015-11-11,8,6.00,2,Sunil Narine,0,,SP Narine,0,4,0,1,1
1,Sri,Sri,Colombo,20,2015-11-11,10,5.00,1,Ravi Rampaul,0,,R Rampaul,0,4,0,3,0
2,Sri,Sri,Colombo,22,2015-11-11,6,11.00,5,Jerome Taylor,0,,JE Taylor,0,2,0,1,1
3,Sri,Sri,Colombo,23,2015-11-11,8,5.75,1,Kieron Pollard,0,,KA Pollard,0,4,0,1,1
4,Sri,Sri,Colombo,17,2015-11-11,3,8.50,2,Daren Sammy,0,,DJG Sammy,0,2,0,0,0
5,Sri,Sri,Colombo,28,2015-11-11,9,7.00,0,Dwayne Bravo,0,,DJ Bravo,1,4,2,4,0
0,Bangladesh,Bangladesh,Dhaka,20,2015-11-13,14,5.00,1,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,4,1,2,0
1,Bangladesh,Bangladesh,Dhaka,20,2015-11-13,14,5.00,3,Al-Amin Hossain,0,,Al-Amin Hossain,0,4,0,2,0
2,Bangladesh,Bangladesh,Dhaka,16,2015-11-13,11,4.57,1,Mustafizur Rahman,0,,Mustafizur Rahman,0,3.3,0,2,1
3,Bangladesh,Bangladesh,Dhaka,29,2015-11-13,8,9.66,3,Nasir Hossain,0,,Nasir Hossain,0,3,2,1,0
4,Bangladesh,Bangladesh,Dhaka,18,2015-11-13,8,6.00,0,Mahmudullah,1,,Mahmudullah,0,3,1,1,0
5,Bangladesh,Bangladesh,Dhaka,20,2015-11-13,5,10.00,1,Jubair Hossain,0,,Jubair Hossain,0,2,2,2,0
0,Bangladesh,Bangladesh,Dhaka,25,2015-11-13,9,8.33,4,Tinashe Panyangara,0,,T Panyangara,2,3,0,0,1
1,Bangladesh,Bangladesh,Dhaka,24,2015-11-13,6,8.00,2,Neville Madziva,0,,N Madziva,0,3,0,0,2
2,Bangladesh,Bangladesh,Dhaka,24,2015-11-13,3,14.40,4,Luke Jongwe,0,,LM Jongwe,0,1.4,1,0,0
3,Bangladesh,Bangladesh,Dhaka,15,2015-11-13,12,3.75,1,Tendai Chisoro,1,,TS Chisoro,0,4,0,2,0
4,Bangladesh,Bangladesh,Dhaka,29,2015-11-13,7,7.25,2,Graeme Cremer,0,,AG Cremer,0,4,0,3,1
5,Bangladesh,Bangladesh,Dhaka,15,2015-11-13,4,7.50,0,Sean Williams,0,,SC Williams,0,2,1,0,0
0,Zimbabwe,Zimbabwe,Dhaka,30,2015-11-15,13,7.50,5,Tinashe Panyangara,0,,T Panyangara,1,4,0,3,2
1,Zimbabwe,Zimbabwe,Dhaka,25,2015-11-15,13,6.25,0,Neville Madziva,0,,N Madziva,1,4,2,2,0
2,Zimbabwe,Zimbabwe,Dhaka,27,2015-11-15,10,6.75,3,Tendai Chisoro,0,,TS Chisoro,1,4,0,1,0
3,Zimbabwe,Zimbabwe,Dhaka,26,2015-11-15,7,6.50,1,Sean Williams,0,,SC Williams,1,4,0,0,0
4,Zimbabwe,Zimbabwe,Dhaka,21,2015-11-15,9,5.25,1,Graeme Cremer,0,,AG Cremer,0,4,0,2,1
0,Zimbabwe,Zimbabwe,Dhaka,27,2015-11-15,10,6.75,1,Mashrafe Mortaza,0,,Mashrafe Mortaza,1,4,1,0,0
1,Zimbabwe,Zimbabwe,Dhaka,20,2015-11-15,13,5.00,3,Al-Amin Hossain,0,,Al-Amin Hossain,0,4,0,3,0
2,Zimbabwe,Zimbabwe,Dhaka,12,2015-11-15,18,3.00,1,Mustafizur Rahman,0,,Mustafizur Rahman,1,4,0,1,1
3,Zimbabwe,Zimbabwe,Dhaka,26,2015-11-15,9,6.50,1,Arafat Sunny,0,,Arafat Sunny,0,4,1,1,0
4,Zimbabwe,Zimbabwe,Dhaka,45,2015-11-15,6,11.73,1,Nasir Hossain,0,,Nasir Hossain,0,3.5,4,1,0
0,Oman,Oman,Abu Dhabi,29,2015-11-21,-,7.25,-,Bilal Khan,0,,Bilal Khan,0,4,-,3,1
1,Oman,Oman,Abu Dhabi,25,2015-11-21,-,6.25,-,Munis Ansari,0,,M Ansari,0,4,-,1,2
2,Oman,Oman,Abu Dhabi,13,2015-11-21,-,3.25,-,Ajay Lalcheta,1,,AV Lalcheta,0,4,-,1,0
3,Oman,Oman,Abu Dhabi,20,2015-11-21,-,5.00,-,Mehran Khan,0,,Mehran Khan,0,4,-,2,1
4,Oman,Oman,Abu Dhabi,17,2015-11-21,-,4.25,-,Khawar Ali,0,,Khawar Ali,0,4,-,0,0
0,Oman,Oman,Abu Dhabi,17,2015-11-21,-,5.66,-,Haseeb Amjad,0,,Haseeb Amjad,0,3,-,0,0
1,Oman,Oman,Abu Dhabi,22,2015-11-21,-,5.50,-,Tanwir Afzal,0,,Tanwir Afzal,0,4,-,2,0
2,Oman,Oman,Abu Dhabi,19,2015-11-21,-,5.42,-,Aizaz Khan,0,,Aizaz Khan,0,3.3,-,1,0
3,Oman,Oman,Abu Dhabi,22,2015-11-21,-,5.50,-,Anshy Rath,0,,Anshuman Rath,0,4,-,1,0
4,Oman,Oman,Abu Dhabi,25,2015-11-21,-,6.25,-,Nadeem Ahmed,0,,Nadeem Ahmed,0,4,-,0,1
0,United,United,Abu Dhabi,22,2015-11-22,-,5.50,-,Manjula Guruge,0,,AM Guruge,0,4,-,2,1
1,United,United,Abu Dhabi,38,2015-11-22,-,9.50,-,Qadeer Ahmed,0,,Qadeer Ahmed,0,4,-,1,1
2,United,United,Abu Dhabi,9,2015-11-22,-,2.25,-,Rohan Mustafa,2,,Rohan Mustafa,0,4,-,3,0
3,United,United,Abu Dhabi,21,2015-11-22,-,5.25,-,Ahmed Raza,0,,Ahmed Raza,0,4,-,1,0
4,United,United,Abu Dhabi,30,2015-11-22,-,10.00,-,Zaheer Maqsood,0,,Zaheer Maqsood,0,3,-,0,0
5,United,United,Abu Dhabi,11,2015-11-22,-,11.00,-,Mohammad Shahzad,0,,Mohammad Shahzad,0,1,-,0,0
0,United,United,Abu Dhabi,21,2015-11-22,-,6.30,-,Bilal Khan,0,,Bilal Khan,0,3.2,-,0,0
1,United,United,Abu Dhabi,15,2015-11-22,-,7.50,-,Rajeshkumar Ranpura,0,,RJ Ranpura,0,2,-,1,0
2,United,United,Abu Dhabi,17,2015-11-22,-,4.25,-,Ajay Lalcheta,0,,AV Lalcheta,0,4,-,1,0
3,United,United,Abu Dhabi,28,2015-11-22,-,7.00,-,Mehran Khan,0,,Mehran Khan,0,4,-,0,1
4,United,United,Abu Dhabi,29,2015-11-22,-,9.66,-,Khawar Ali,0,,Khawar Ali,0,3,-,0,0
5,United,United,Abu Dhabi,24,2015-11-22,-,12.00,-,Zeeshan Maqsood,0,,Zeeshan Maqsood,0,2,-,1,0
0,Hong,Hong,Abu Dhabi,27,2015-11-25,-,6.75,-,Tanwir Afzal,0,,Tanwir Afzal,0,4,-,1,0
1,Hong,Hong,Abu Dhabi,18,2015-11-25,-,4.50,-,Haseeb Amjad,0,,Haseeb Amjad,0,4,-,1,2
2,Hong,Hong,Abu Dhabi,22,2015-11-25,-,5.50,-,Aizaz Khan,0,,Aizaz Khan,0,4,-,3,1
3,Hong,Hong,Abu Dhabi,25,2015-11-25,-,6.25,-,Anshy Rath,0,,Anshuman Rath,0,4,-,0,0
4,Hong,Hong,Abu Dhabi,12,2015-11-25,-,12.00,-,Waqas Khan,0,,Waqas Khan,0,1,-,0,1
5,Hong,Hong,Abu Dhabi,25,2015-11-25,-,8.33,-,Nadeem Ahmed,0,,Nadeem Ahmed,0,3,-,0,0
0,Hong,Hong,Abu Dhabi,20,2015-11-25,-,5.21,-,Bilal Khan,0,,Bilal Khan,0,3.5,-,4,0
1,Hong,Hong,Abu Dhabi,20,2015-11-25,-,6.66,-,Munis Ansari,0,,M Ansari,0,3,-,1,0
2,Hong,Hong,Abu Dhabi,31,2015-11-25,-,7.75,-,Ajay Lalcheta,0,,AV Lalcheta,0,4,-,0,1
3,Hong,Hong,Abu Dhabi,22,2015-11-25,-,5.50,-,Zeeshan Maqsood,0,,Zeeshan Maqsood,0,4,-,3,0
4,Hong,Hong,Abu Dhabi,13,2015-11-25,-,6.50,-,Amir Ali,0,,Amir Ali,0,2,-,0,0
5,Hong,Hong,Abu Dhabi,19,2015-11-25,-,6.33,-,Khawar Ali,0,,Khawar Ali,0,3,-,2,1
