,Oppositionteam,Team,city,conceded,date,dots,economyRate,foursConceded,fullName,maidens,media,name,noballs,overs,sixesConceded,wickets,wides
3,Ireland,Ireland,London,33,2009-06-15,6,8.25,3,Regan West,0,,RM West,0,4,0,1,1
4,Ireland,Ireland,London,26,2009-06-15,8,6.50,1,Kyle McCallan,0,,WK McCallan,0,4,1,2,0
0,Ireland,Ireland,London,19,2009-06-15,12,4.75,1,Mohammad Amir,0,,Mohammad Amir,0,4,0,1,1
1,Ireland,Ireland,London,18,2009-06-15,8,6.00,2,Abdul Razzaq,0,,Abdul Razzaq,0,3,0,0,0
2,Ireland,Ireland,London,26,2009-06-15,7,6.50,1,Shahid Afridi,0,,Shahid Afridi,0,4,0,1,1
3,Ireland,Ireland,London,19,2009-06-15,12,4.75,1,Saeed Ajmal,0,,Saeed Ajmal,0,4,0,4,1
4,Ireland,Ireland,London,11,2009-06-15,0,11.00,1,Shoaib Malik,0,,Shoaib Malik,0,1,0,0,0
5,Ireland,Ireland,London,19,2009-06-15,11,4.75,0,Umar Gul,0,,Umar Gul,2,4,0,2,0
0,India,India,Nottingham,26,2009-06-16,8,8.66,4,Zaheer Khan,0,,Z Khan,0,3,0,1,1
1,India,India,Nottingham,21,2009-06-16,4,10.50,4,RP Singh,0,,RP Singh,0,2,0,1,0
2,India,India,Nottingham,6,2009-06-16,3,6.00,1,Ishant Sharma,0,,I Sharma,0,1,0,0,0
3,India,India,Nottingham,9,2009-06-16,10,3.00,0,Ravindra Jadeja,0,,RA Jadeja,0,3,0,1,0
4,India,India,Nottingham,15,2009-06-16,2,7.50,1,Rohit Sharma,0,,RG Sharma,0,2,0,0,0
5,India,India,Nottingham,25,2009-06-16,8,6.25,2,Yuvraj Singh,0,,Yuvraj Singh,0,4,0,0,0
6,India,India,Nottingham,20,2009-06-16,8,5.00,0,Harbhajan Singh,0,,Harbhajan Singh,0,4,0,1,0
7,India,India,Nottingham,6,2009-06-16,3,6.00,1,Suresh Raina,0,,SK Raina,0,1,0,1,0
0,India,India,Nottingham,25,2009-06-16,7,8.33,3,Dale Steyn,0,,DW Steyn,0,3,0,2,1
1,India,India,Nottingham,22,2009-06-16,6,7.33,3,Wayne Parnell,0,,WD Parnell,0,3,0,0,0
2,India,India,Nottingham,23,2009-06-16,10,5.75,0,Morne Morkel,0,,M Morkel,0,4,1,0,1
3,India,India,Nottingham,12,2009-06-16,1,12.00,2,Albie Morkel,0,,JA Morkel,0,1,0,0,0
4,India,India,Nottingham,16,2009-06-16,11,4.00,0,Johan Botha,0,,J Botha,0,4,0,3,0
5,India,India,Nottingham,13,2009-06-16,16,3.25,0,Roelof van der Merwe,0,,RE van der Merwe,0,4,1,1,0
6,India,India,Nottingham,3,2009-06-16,5,3.00,0,Jean-Paul Duminy,0,,JP Duminy,0,1,0,1,1
0,New,New,Nottingham,22,2009-06-16,7,5.50,1,Nathan McCullum,0,,NL McCullum,0,4,0,1,0
1,New,New,Nottingham,41,2009-06-16,9,10.25,8,Kyle Mills,0,,KD Mills,0,4,0,1,1
2,New,New,Nottingham,23,2009-06-16,10,5.75,2,Jacob Oram,0,,JDP Oram,0,4,0,0,0
3,New,New,Nottingham,29,2009-06-16,5,9.66,5,Ian Butler,0,,IG Butler,0,3,0,1,0
4,New,New,Nottingham,32,2009-06-16,7,8.00,0,Daniel Vettori,0,,DL Vettori,1,4,1,2,2
5,New,New,Nottingham,9,2009-06-16,1,9.00,1,Scott Styris,0,,SB Styris,0,1,0,0,0
0,New,New,Nottingham,17,2009-06-16,10,5.66,3,Isuru Udana,0,,I Udana,0,3,0,2,0
1,New,New,Nottingham,28,2009-06-16,5,9.33,3,Sanath Jayasuriya,0,,ST Jayasuriya,0,3,1,1,0
2,New,New,Nottingham,18,2009-06-16,12,4.50,1,Muttiah Muralitharan,0,,M Muralitharan,0,4,0,1,0
3,New,New,Nottingham,26,2009-06-16,9,8.66,4,Lasith Malinga,0,,SL Malinga,0,3,0,1,2
4,New,New,Nottingham,9,2009-06-16,10,3.00,0,Ajantha Mendis,0,,BAW Mendis,0,3,0,3,0
5,New,New,Nottingham,11,2009-06-16,2,11.00,0,Tillakaratne Dilshan,0,,TM Dilshan,0,1,1,0,1
0,South,South,Nottingham,28,2009-06-18,11,7.00,2,Dale Steyn,0,,DW Steyn,0,4,1,1,0
1,South,South,Nottingham,26,2009-06-18,8,6.50,3,Wayne Parnell,0,,WD Parnell,0,4,0,1,1
2,South,South,Nottingham,14,2009-06-18,6,7.00,2,Jacques Kallis,0,,JH Kallis,0,2,0,0,1
3,South,South,Nottingham,13,2009-06-18,2,6.50,0,Albie Morkel,0,,JA Morkel,0,2,0,0,1
4,South,South,Nottingham,29,2009-06-18,5,7.25,2,Roelof van der Merwe,0,,RE van der Merwe,0,4,0,1,0
5,South,South,Nottingham,23,2009-06-18,2,11.50,4,Johan Botha,0,,J Botha,0,2,0,0,0
6,South,South,Nottingham,14,2009-06-18,4,7.00,2,Jean-Paul Duminy,0,,JP Duminy,0,2,0,1,0
0,South,South,Nottingham,19,2009-06-18,9,6.33,3,Abdul Razzaq,0,,Abdul Razzaq,0,3,0,0,0
1,South,South,Nottingham,30,2009-06-18,12,7.50,3,Mohammad Amir,0,,Mohammad Amir,0,4,1,1,0
2,South,South,Nottingham,16,2009-06-18,11,4.00,1,Shahid Afridi,0,,Shahid Afridi,0,4,0,2,0
3,South,South,Nottingham,23,2009-06-18,9,5.75,2,Saeed Ajmal,0,,Saeed Ajmal,0,4,0,1,0
4,South,South,Nottingham,5,2009-06-18,2,5.00,0,Shoaib Malik,0,,Shoaib Malik,0,1,0,0,0
5,South,South,Nottingham,19,2009-06-18,7,6.33,2,Umar Gul,0,,Umar Gul,0,3,0,0,1
6,South,South,Nottingham,15,2009-06-18,0,15.00,1,Fawad Alam,0,,Fawad Alam,0,1,1,0,0
