,Oppositionteam,Team,ballsFaced,city,date,fours,fullName,media,minutes,name,runs,sixes,strikeRate
0,India,Zimbabwe,19,Harare,2016-06-18,3,Chamu Chibhabha,,-,CJ Chibhabha,20,0,105.26
1,India,Zimbabwe,15,Harare,2016-06-18,1,Hamilton Masakadza,,-,H Masakadza,25,3,166.66
2,India,Zimbabwe,4,Harare,2016-06-18,0,Richmond Mutumbami,,-,R Mutumbami,0,0,0.00
3,India,Zimbabwe,18,Harare,2016-06-18,2,Sikandar Raza,,-,Sikandar Raza,20,0,111.11
4,India,Zimbabwe,21,Harare,2016-06-18,4,Malcolm Waller,,-,MN Waller,30,0,142.85
5,India,Zimbabwe,8,Harare,2016-06-18,0,Tinotenda Mutombodzi,,-,CT Mutombodzi,3,0,37.50
6,India,Zimbabwe,26,Harare,2016-06-18,1,Elton Chigumbura,,-,E Chigumbura,54,7,207.69
7,India,Zimbabwe,5,Harare,2016-06-18,0,Graeme Cremer,,-,AG Cremer,4,0,80.00
8,India,Zimbabwe,5,Harare,2016-06-18,0,Neville Madziva,,-,N Madziva,5,0,100.00
0,Zimbabwe,India,1,Harare,2016-06-18,0,KL Rahul,,-,KL Rahul,0,0,0.00
1,Zimbabwe,India,27,Harare,2016-06-18,5,Mandeep Singh,,-,Mandeep Singh,31,0,114.81
2,Zimbabwe,India,16,Harare,2016-06-18,4,Ambati Rayudu,,-,AT Rayudu,19,0,118.75
3,Zimbabwe,India,35,Harare,2016-06-18,1,Manish Pandey,,-,MK Pandey,48,3,137.14
4,Zimbabwe,India,13,Harare,2016-06-18,1,Kedar Jadhav,,-,KM Jadhav,19,1,146.15
5,Zimbabwe,India,17,Harare,2016-06-18,1,MS Dhoni,,-,MS Dhoni,19,0,111.76
6,Zimbabwe,India,9,Harare,2016-06-18,1,Axar Patel,,-,AR Patel,18,2,200.00
7,Zimbabwe,India,2,Harare,2016-06-18,0,Rishi Dhawan,,-,R Dhawan,1,0,50.00
0,India,Zimbabwe,11,Harare,2016-06-20,2,Chamu Chibhabha,,12,CJ Chibhabha,10,0,90.90
1,India,Zimbabwe,12,Harare,2016-06-20,2,Hamilton Masakadza,,19,H Masakadza,10,0,83.33
2,India,Zimbabwe,32,Harare,2016-06-20,2,Peter Moor,,47,PJ Moor,31,1,96.87
3,India,Zimbabwe,2,Harare,2016-06-20,0,Sikandar Raza,,3,Sikandar Raza,1,0,50.00
4,India,Zimbabwe,1,Harare,2016-06-20,0,Tinotenda Mutombodzi,,1,CT Mutombodzi,0,0,0.00
5,India,Zimbabwe,20,Harare,2016-06-20,1,Malcolm Waller,,21,MN Waller,14,0,70.00
6,India,Zimbabwe,19,Harare,2016-06-20,1,Elton Chigumbura,,18,E Chigumbura,8,0,42.10
7,India,Zimbabwe,6,Harare,2016-06-20,0,Graeme Cremer,,20,AG Cremer,4,0,66.66
8,India,Zimbabwe,2,Harare,2016-06-20,0,Neville Madziva,,2,N Madziva,1,0,50.00
9,India,Zimbabwe,14,Harare,2016-06-20,0,Donald Tiripano,,14,DT Tiripano,11,1,78.57
10,India,Zimbabwe,2,Harare,2016-06-20,0,Taurai Muzarabani,,2,T Muzarabani,0,0,0.00
0,Zimbabwe,India,40,Harare,2016-06-20,2,KL Rahul,,56,KL Rahul,47,2,117.50
1,Zimbabwe,India,40,Harare,2016-06-20,6,Mandeep Singh,,56,Mandeep Singh,52,1,130.00
0,Zimbabwe,India,20,Harare,2016-06-22,3,KL Rahul,,21,KL Rahul,22,1,110.00
1,Zimbabwe,India,6,Harare,2016-06-22,0,Mandeep Singh,,14,Mandeep Singh,4,0,66.66
2,Zimbabwe,India,26,Harare,2016-06-22,1,Ambati Rayudu,,47,AT Rayudu,20,0,76.92
3,Zimbabwe,India,1,Harare,2016-06-22,0,Manish Pandey,,2,MK Pandey,0,0,0.00
4,Zimbabwe,India,42,Harare,2016-06-22,7,Kedar Jadhav,,70,KM Jadhav,58,1,138.09
5,Zimbabwe,India,13,Harare,2016-06-22,1,MS Dhoni,,19,MS Dhoni,9,0,69.23
6,Zimbabwe,India,11,Harare,2016-06-22,0,Axar Patel,,20,AR Patel,20,1,181.81
7,Zimbabwe,India,1,Harare,2016-06-22,0,Dhawal Kulkarni,,7,DS Kulkarni,1,0,100.00
0,India,Zimbabwe,10,Harare,2016-06-22,1,Chamu Chibhabha,,24,CJ Chibhabha,5,0,50.00
1,India,Zimbabwe,21,Harare,2016-06-22,2,Hamilton Masakadza,,39,H Masakadza,15,0,71.42
2,India,Zimbabwe,23,Harare,2016-06-22,5,Vusi Sibanda,,30,V Sibanda,28,0,121.73
3,India,Zimbabwe,21,Harare,2016-06-22,0,Peter Moor,,17,PJ Moor,26,3,123.80
4,India,Zimbabwe,17,Harare,2016-06-22,0,Malcolm Waller,,27,MN Waller,10,0,58.82
5,India,Zimbabwe,16,Harare,2016-06-22,2,Elton Chigumbura,,34,E Chigumbura,16,0,100.00
6,India,Zimbabwe,13,Harare,2016-06-22,1,Timycen Maruma,,19,T Maruma,23,2,176.92
0,England,Sri,15,Southampton,2016-07-05,1,Kusal Perera,,12,MDKJ Perera,13,0,86.66
1,England,Sri,16,Southampton,2016-07-05,4,Danushka Gunathilaka,,31,MD Gunathilaka,26,0,162.50
2,England,Sri,16,Southampton,2016-07-05,0,Kusal Mendis,,26,BKG Mendis,21,1,131.25
3,England,Sri,10,Southampton,2016-07-05,1,Angelo Mathews,,14,AD Mathews,11,0,110.00
4,England,Sri,22,Southampton,2016-07-05,1,Dinesh Chandimal,,37,LD Chandimal,23,1,104.54
5,England,Sri,1,Southampton,2016-07-05,0,Dasun Shanaka,,2,MD Shanaka,1,0,100.00
6,England,Sri,16,Southampton,2016-07-05,1,Ramith Rambukwella,,14,RLB Rambukwella,19,1,118.75
7,England,Sri,3,Southampton,2016-07-05,0,Seekkuge Prasanna,,7,S Prasanna,1,0,33.33
8,England,Sri,16,Southampton,2016-07-05,0,Farveez Maharoof,,19,MF Maharoof,10,0,62.50
9,England,Sri,4,Southampton,2016-07-05,0,Chaminda Bandara,,13,KMC Bandara,2,0,50.00
10,England,Sri,1,Southampton,2016-07-05,0,Nuwan Pradeep,,2,N Pradeep,0,0,0.00
0,Sri,England,3,Southampton,2016-07-05,0,Jason Roy,,3,JJ Roy,0,0,0.00
1,Sri,England,49,Southampton,2016-07-05,3,Jos Buttler,,-,JC Buttler,73,4,148.97
2,Sri,England,14,Southampton,2016-07-05,2,James Vince,,20,JM Vince,16,0,114.28
3,Sri,England,39,Southampton,2016-07-05,1,Eoin Morgan,,-,EJG Morgan,47,2,120.51
0,India,West,33,Lauderhill,2016-08-27,6,Johnson Charles,,42,J Charles,79,7,239.39
1,India,West,49,Lauderhill,2016-08-27,5,Evin Lewis,,76,E Lewis,100,9,204.08
2,India,West,12,Lauderhill,2016-08-27,1,Andre Russell,,30,AD Russell,22,2,183.33
3,India,West,15,Lauderhill,2016-08-27,0,Kieron Pollard,,23,KA Pollard,22,2,146.66
4,India,West,10,Lauderhill,2016-08-27,1,Carlos Brathwaite,,17,CR Brathwaite,14,1,140.00
5,India,West,1,Lauderhill,2016-08-27,0,Dwayne Bravo,,5,DJ Bravo,1,0,100.00
6,India,West,1,Lauderhill,2016-08-27,0,Lendl Simmons,,2,LMP Simmons,0,0,0.00
7,India,West,1,Lauderhill,2016-08-27,0,Marlon Samuels,,1,MN Samuels,1,0,100.00
0,West,India,28,Lauderhill,2016-08-27,4,Rohit Sharma,,54,RG Sharma,62,4,221.42
1,West,India,7,Lauderhill,2016-08-27,1,Ajinkya Rahane,,14,AM Rahane,7,0,100.00
2,West,India,9,Lauderhill,2016-08-27,3,Virat Kohli,,8,V Kohli,16,0,177.77
3,West,India,51,Lauderhill,2016-08-27,12,KL Rahul,,84,KL Rahul,110,5,215.68
4,West,India,25,Lauderhill,2016-08-27,2,MS Dhoni,,53,MS Dhoni,43,2,172.00
0,India,West,25,Lauderhill,2016-08-28,5,Johnson Charles,,26,J Charles,43,2,172.00
1,India,West,6,Lauderhill,2016-08-28,1,Evin Lewis,,15,E Lewis,7,0,116.66
2,India,West,10,Lauderhill,2016-08-28,0,Marlon Samuels,,27,MN Samuels,5,0,50.00
3,India,West,19,Lauderhill,2016-08-28,3,Lendl Simmons,,15,LMP Simmons,19,0,100.00
4,India,West,9,Lauderhill,2016-08-28,0,Andre Fletcher,,16,ADS Fletcher,3,0,33.33
5,India,West,8,Lauderhill,2016-08-28,1,Kieron Pollard,,7,KA Pollard,13,1,162.50
6,India,West,15,Lauderhill,2016-08-28,0,Andre Russell,,25,AD Russell,13,1,86.66
7,India,West,6,Lauderhill,2016-08-28,0,Dwayne Bravo,,10,DJ Bravo,3,0,50.00
8,India,West,10,Lauderhill,2016-08-28,2,Carlos Brathwaite,,13,CR Brathwaite,18,1,180.00
9,India,West,7,Lauderhill,2016-08-28,0,Sunil Narine,,12,SP Narine,9,1,128.57
10,India,West,4,Lauderhill,2016-08-28,0,Samuel Badree,,10,S Badree,1,0,25.00
0,West,India,8,Lauderhill,2016-08-28,0,Rohit Sharma,,9,RG Sharma,10,1,125.00
1,West,India,4,Lauderhill,2016-08-28,0,Ajinkya Rahane,,9,AM Rahane,4,0,100.00
0,Ireland,Hong,43,Bready,2016-09-05,7,Nizakat Khan,,-,Nizakat Khan,62,2,144.18
1,Ireland,Hong,11,Bready,2016-09-05,0,Aizaz Khan,,-,Aizaz Khan,5,0,45.45
2,Ireland,Hong,31,Bready,2016-09-05,2,Babar Hayat,,-,Babar Hayat,49,2,158.06
3,Ireland,Hong,6,Bready,2016-09-05,1,Anshy Rath,,-,Anshuman Rath,6,0,100.00
4,Ireland,Hong,22,Bready,2016-09-05,2,Ehsan Khan,,-,Ehsan Khan,29,1,131.81
5,Ireland,Hong,5,Bready,2016-09-05,1,Tanwir Afzal,,-,Tanwir Afzal,6,0,120.00
6,Ireland,Hong,4,Bready,2016-09-05,0,Shahid Wasif,,-,Shahid Wasif,2,0,50.00
0,Hong,Ireland,5,Bready,2016-09-05,0,William Porterfield,,-,WTS Porterfield,4,0,80.00
1,Hong,Ireland,17,Bready,2016-09-05,1,David Rankin,,-,DA Rankin,15,1,88.23
2,Hong,Ireland,6,Bready,2016-09-05,0,Sean Terry,,-,SP Terry,4,0,66.66
3,Hong,Ireland,4,Bready,2016-09-05,0,James Shannon,,-,JNK Shannon,0,0,0.00
4,Hong,Ireland,24,Bready,2016-09-05,3,Kevin O'Brien,,-,KJ O'Brien,32,1,133.33
5,Hong,Ireland,32,Bready,2016-09-05,7,Greg Thompson,,-,GJ Thompson,44,0,137.50
6,Hong,Ireland,9,Bready,2016-09-05,1,Andy McBrine,,-,AR McBrine,10,0,111.11
7,Hong,Ireland,9,Bready,2016-09-05,0,Lorcan Tucker,,-,LJ Tucker,4,0,44.44
8,Hong,Ireland,5,Bready,2016-09-05,0,Jacob Mulder,,-,J Mulder,1,0,20.00
9,Hong,Ireland,3,Bready,2016-09-05,0,Josh Little,,-,JB Little,0,0,0.00
10,Hong,Ireland,4,Bready,2016-09-05,0,Craig Young,,-,CA Young,2,0,50.00
0,Sri,Australia,65,Kandy,2016-09-06,14,Glenn Maxwell,,-,GJ Maxwell,145,9,223.07
1,Sri,Australia,16,Kandy,2016-09-06,5,David Warner,,-,DA Warner,28,0,175.00
2,Sri,Australia,22,Kandy,2016-09-06,2,Usman Khawaja,,-,UT Khawaja,36,2,163.63
3,Sri,Australia,18,Kandy,2016-09-06,4,Travis Head,,-,TM Head,45,3,250.00
0,Australia,Sri,6,Kandy,2016-09-06,1,Kusal Perera,,-,MDKJ Perera,4,0,66.66
1,Australia,Sri,3,Kandy,2016-09-06,1,Tillakaratne Dilshan,,-,TM Dilshan,4,0,133.33
2,Australia,Sri,8,Kandy,2016-09-06,1,Dhananjaya de Silva,,-,DM de Silva,12,0,150.00
3,Australia,Sri,43,Kandy,2016-09-06,6,Dinesh Chandimal,,-,LD Chandimal,58,1,134.88
4,Australia,Sri,13,Kandy,2016-09-06,2,Kusal Mendis,,-,BKG Mendis,22,2,169.23
5,Australia,Sri,7,Kandy,2016-09-06,1,Thisara Perera,,-,NLTC Perera,7,0,100.00
6,Australia,Sri,25,Kandy,2016-09-06,3,Chamara Kapugedera,,-,CK Kapugedera,43,3,172.00
7,Australia,Sri,2,Kandy,2016-09-06,0,Sachith Pathirana,,-,SS Pathirana,2,0,100.00
8,Australia,Sri,6,Kandy,2016-09-06,1,Sachithra Senanayake,,-,SMSM Senanayake,6,0,100.00
9,Australia,Sri,2,Kandy,2016-09-06,0,Suranga Lakmal,,-,RAS Lakmal,1,0,50.00
10,Australia,Sri,5,Kandy,2016-09-06,0,Kasun Rajitha,,-,CAK Rajitha,0,0,0.00
0,Pakistan,England,20,Manchester,2016-09-07,2,Jason Roy,,31,JJ Roy,21,1,105.00
1,Pakistan,England,26,Manchester,2016-09-07,5,Alex Hales,,40,AD Hales,37,0,142.30
2,Pakistan,England,9,Manchester,2016-09-07,0,Joe Root,,11,JE Root,6,0,66.66
3,Pakistan,England,15,Manchester,2016-09-07,2,Jos Buttler,,22,JC Buttler,16,0,106.66
4,Pakistan,England,16,Manchester,2016-09-07,0,Eoin Morgan,,34,EJG Morgan,14,0,87.50
5,Pakistan,England,7,Manchester,2016-09-07,0,Ben Stokes,,8,BA Stokes,4,0,57.14
6,Pakistan,England,15,Manchester,2016-09-07,0,Moeen Ali,,26,MM Ali,13,0,86.66
7,Pakistan,England,12,Manchester,2016-09-07,1,David Willey,,17,DJ Willey,12,0,100.00
8,Pakistan,England,0,Manchester,2016-09-07,0,Liam Plunkett,,3,LE Plunkett,0,0,-
0,England,Pakistan,36,Manchester,2016-09-07,7,Sharjeel Khan,,46,Sharjeel Khan,59,3,163.88
1,England,Pakistan,42,Manchester,2016-09-07,8,Khalid Latif,,59,Khalid Latif,59,2,140.47
2,England,Pakistan,11,Manchester,2016-09-07,2,Babar Azam,,13,Babar Azam,15,0,136.36
0,Australia,Sri,18,Colombo,2016-09-09,4,Kusal Perera,,25,MDKJ Perera,22,0,122.22
1,Australia,Sri,3,Colombo,2016-09-09,0,Tillakaratne Dilshan,,8,TM Dilshan,1,0,33.33
2,Australia,Sri,50,Colombo,2016-09-09,5,Dhananjaya de Silva,,82,DM de Silva,62,0,124.00
3,Australia,Sri,5,Colombo,2016-09-09,0,Dinesh Chandimal,,6,LD Chandimal,4,0,80.00
4,Australia,Sri,7,Colombo,2016-09-09,1,Kusal Mendis,,8,BKG Mendis,5,0,71.42
5,Australia,Sri,12,Colombo,2016-09-09,0,Chamara Kapugedera,,15,CK Kapugedera,7,0,58.33
6,Australia,Sri,2,Colombo,2016-09-09,0,Thisara Perera,,2,NLTC Perera,0,0,0.00
7,Australia,Sri,5,Colombo,2016-09-09,1,Sachith Pathirana,,8,SS Pathirana,6,0,120.00
8,Australia,Sri,11,Colombo,2016-09-09,0,Seekkuge Prasanna,,17,S Prasanna,7,0,63.63
9,Australia,Sri,8,Colombo,2016-09-09,0,Sachithra Senanayake,,12,SMSM Senanayake,7,0,87.50
10,Australia,Sri,0,Colombo,2016-09-09,0,Suranga Lakmal,,2,RAS Lakmal,0,0,-
0,Sri,Australia,24,Colombo,2016-09-09,3,David Warner,,48,DA Warner,25,0,104.16
1,Sri,Australia,29,Colombo,2016-09-09,7,Glenn Maxwell,,41,GJ Maxwell,66,4,227.58
2,Sri,Australia,3,Colombo,2016-09-09,0,Moises Henriques,,6,MC Henriques,1,0,33.33
3,Sri,Australia,2,Colombo,2016-09-09,0,James Faulkner,,10,JP Faulkner,1,0,50.00
4,Sri,Australia,23,Colombo,2016-09-09,0,Matthew Wade,,29,MS Wade,14,0,60.86
5,Sri,Australia,15,Colombo,2016-09-09,0,Usman Khawaja,,16,UT Khawaja,6,0,40.00
6,Sri,Australia,10,Colombo,2016-09-09,0,Travis Head,,10,TM Head,9,1,90.00
7,Sri,Australia,1,Colombo,2016-09-09,0,Peter Nevill,,4,PM Nevill,3,0,300.00
0,Pakistan,West,7,Dubai,2016-09-23,1,Johnson Charles,,18,J Charles,7,0,100.00
1,Pakistan,West,3,Dubai,2016-09-23,0,Evin Lewis,,3,E Lewis,1,0,33.33
2,Pakistan,West,6,Dubai,2016-09-23,0,Andre Fletcher,,8,ADS Fletcher,2,0,33.33
3,Pakistan,West,2,Dubai,2016-09-23,1,Marlon Samuels,,3,MN Samuels,4,0,200.00
4,Pakistan,West,54,Dubai,2016-09-23,4,Dwayne Bravo,,84,DJ Bravo,55,2,101.85
5,Pakistan,West,4,Dubai,2016-09-23,1,Nicholas Pooran,,4,N Pooran,5,0,125.00
6,Pakistan,West,17,Dubai,2016-09-23,0,Kieron Pollard,,25,KA Pollard,9,0,52.94
7,Pakistan,West,2,Dubai,2016-09-23,0,Carlos Brathwaite,,3,CR Brathwaite,0,0,0.00
8,Pakistan,West,4,Dubai,2016-09-23,0,Sunil Narine,,5,SP Narine,1,0,25.00
9,Pakistan,West,21,Dubai,2016-09-23,2,Jerome Taylor,,40,JE Taylor,21,1,100.00
10,Pakistan,West,1,Dubai,2016-09-23,0,Samuel Badree,,4,S Badree,1,0,100.00
0,West,Pakistan,18,Dubai,2016-09-23,3,Sharjeel Khan,,17,Sharjeel Khan,22,1,122.22
1,West,Pakistan,32,Dubai,2016-09-23,4,Khalid Latif,,65,Khalid Latif,34,1,106.25
2,West,Pakistan,37,Dubai,2016-09-23,6,Babar Azam,,49,Babar Azam,55,2,148.64
0,West,Pakistan,5,Dubai,2016-09-24,0,Sharjeel Khan,,11,Sharjeel Khan,2,0,40.00
1,West,Pakistan,36,Dubai,2016-09-24,3,Khalid Latif,,57,Khalid Latif,40,1,111.11
2,West,Pakistan,18,Dubai,2016-09-24,2,Babar Azam,,28,Babar Azam,19,0,105.55
3,West,Pakistan,28,Dubai,2016-09-24,3,Shoaib Malik,,56,Shoaib Malik,37,1,132.14
4,West,Pakistan,32,Dubai,2016-09-24,5,Sarfaraz Ahmed,,40,Sarfaraz Ahmed,46,0,143.75
5,West,Pakistan,1,Dubai,2016-09-24,0,Umar Akmal,,2,Umar Akmal,1,0,100.00
0,Pakistan,West,12,Dubai,2016-09-24,1,Johnson Charles,,10,J Charles,10,0,83.33
1,Pakistan,West,6,Dubai,2016-09-24,0,Evin Lewis,,17,E Lewis,3,0,50.00
2,Pakistan,West,37,Dubai,2016-09-24,1,Andre Fletcher,,57,ADS Fletcher,29,1,78.37
3,Pakistan,West,5,Dubai,2016-09-24,0,Marlon Samuels,,9,MN Samuels,1,0,20.00
4,Pakistan,West,16,Dubai,2016-09-24,1,Dwayne Bravo,,21,DJ Bravo,18,1,112.50
5,Pakistan,West,13,Dubai,2016-09-24,2,Kieron Pollard,,26,KA Pollard,18,0,138.46
6,Pakistan,West,6,Dubai,2016-09-24,1,Carlos Brathwaite,,24,CR Brathwaite,8,0,133.33
7,Pakistan,West,6,Dubai,2016-09-24,1,Nicholas Pooran,,7,N Pooran,4,0,66.66
8,Pakistan,West,17,Dubai,2016-09-24,4,Sunil Narine,,23,SP Narine,30,1,176.47
9,Pakistan,West,4,Dubai,2016-09-24,2,Jerome Taylor,,10,JE Taylor,10,0,250.00
0,Pakistan,West,5,Abu Dhabi,2016-09-27,0,Johnson Charles,,9,J Charles,5,0,100.00
1,Pakistan,West,17,Abu Dhabi,2016-09-27,1,Andre Fletcher,,21,ADS Fletcher,9,0,52.94
2,Pakistan,West,1,Abu Dhabi,2016-09-27,0,Chadwick Walton,,1,CAK Walton,0,0,0.00
3,Pakistan,West,59,Abu Dhabi,2016-09-27,3,Marlon Samuels,,74,MN Samuels,42,0,71.18
4,Pakistan,West,9,Abu Dhabi,2016-09-27,2,Dwayne Bravo,,13,DJ Bravo,11,0,122.22
5,Pakistan,West,12,Abu Dhabi,2016-09-27,0,Nicholas Pooran,,18,N Pooran,16,1,133.33
6,Pakistan,West,17,Abu Dhabi,2016-09-27,0,Kieron Pollard,,32,KA Pollard,16,0,94.11
0,West,Pakistan,13,Abu Dhabi,2016-09-27,2,Sharjeel Khan,,24,Sharjeel Khan,11,0,84.61
1,West,Pakistan,20,Abu Dhabi,2016-09-27,3,Khalid Latif,,30,Khalid Latif,21,0,105.00
2,West,Pakistan,24,Abu Dhabi,2016-09-27,1,Babar Azam,,42,Babar Azam,27,0,112.50
3,West,Pakistan,34,Abu Dhabi,2016-09-27,4,Shoaib Malik,,36,Shoaib Malik,43,1,126.47
0,United,Afghanistan,17,Dubai,2016-12-14,0,Najeeb Tarakai,,-,Najeeb Tarakai,11,1,64.70
1,United,Afghanistan,29,Dubai,2016-12-14,5,Mohammad Shahzad,,-,Mohammad Shahzad,38,0,131.03
2,United,Afghanistan,13,Dubai,2016-12-14,1,Asghar Afghan,,-,Asghar Afghan,13,0,100.00
3,United,Afghanistan,1,Dubai,2016-12-14,0,Samiullah Shinwari,,-,Samiullah Shinwari,0,0,0.00
4,United,Afghanistan,23,Dubai,2016-12-14,2,Mohammad Nabi,,-,Mohammad Nabi,26,0,113.04
5,United,Afghanistan,24,Dubai,2016-12-14,2,Karim Janat,,-,Karim Janat,25,1,104.16
6,United,Afghanistan,10,Dubai,2016-12-14,2,Najibullah Zadran,,-,Najibullah Zadran,31,3,310.00
7,United,Afghanistan,4,Dubai,2016-12-14,2,Rashid Khan,,-,Rashid Khan,14,1,350.00
0,Afghanistan,United,23,Dubai,2016-12-14,3,Rohan Mustafa,,-,Rohan Mustafa,25,1,108.69
1,Afghanistan,United,13,Dubai,2016-12-14,1,Mohammed Qasim,,-,Mohammed Qasim,10,0,76.92
2,Afghanistan,United,6,Dubai,2016-12-14,0,Mohammad Shahzad,,-,Mohammad Shahzad,2,0,33.33
3,Afghanistan,United,27,Dubai,2016-12-14,2,Shaiman Anwar,,-,Shaiman Anwar,34,3,125.92
4,Afghanistan,United,32,Dubai,2016-12-14,6,Rameez Shahzad,,-,Rameez Shahzad,49,2,153.12
5,Afghanistan,United,4,Dubai,2016-12-14,0,Amjad Khan,,-,Amjad Khan,2,0,50.00
6,Afghanistan,United,6,Dubai,2016-12-14,1,Amjad Javed,,-,Amjad Javed,6,0,100.00
7,Afghanistan,United,8,Dubai,2016-12-14,0,Muhammad Usman,,-,Muhammad Usman,18,2,225.00
8,Afghanistan,United,1,Dubai,2016-12-14,0,Mohammad Naveed,,-,Mohammad Naveed,0,0,0.00
0,Afghanistan,United,31,Dubai,2016-12-16,5,Rohan Mustafa,,-,Rohan Mustafa,43,1,138.70
1,Afghanistan,United,6,Dubai,2016-12-16,0,Mohammad Shahzad,,-,Mohammad Shahzad,8,1,133.33
2,Afghanistan,United,50,Dubai,2016-12-16,4,Shaiman Anwar,,-,Shaiman Anwar,60,3,120.00
3,Afghanistan,United,14,Dubai,2016-12-16,0,Muhammad Usman,,-,Muhammad Usman,15,1,107.14
4,Afghanistan,United,19,Dubai,2016-12-16,5,Rameez Shahzad,,-,Rameez Shahzad,47,3,247.36
0,United,Afghanistan,12,Dubai,2016-12-16,7,Mohammad Shahzad,,-,Mohammad Shahzad,31,0,258.33
1,United,Afghanistan,24,Dubai,2016-12-16,1,Hazratullah Zazai,,-,Hazratullah Zazai,18,0,75.00
2,United,Afghanistan,18,Dubai,2016-12-16,1,Usman Ghani,,-,Usman Ghani,18,0,100.00
3,United,Afghanistan,20,Dubai,2016-12-16,1,Asghar Afghan,,-,Asghar Afghan,29,2,145.00
4,United,Afghanistan,8,Dubai,2016-12-16,1,Samiullah Shinwari,,-,Samiullah Shinwari,12,0,150.00
5,United,Afghanistan,13,Dubai,2016-12-16,0,Mohammad Nabi,,-,Mohammad Nabi,13,0,100.00
6,United,Afghanistan,24,Dubai,2016-12-16,5,Najibullah Zadran,,-,Najibullah Zadran,55,3,229.16
0,United,Afghanistan,30,Dubai,2016-12-18,7,Mohammad Shahzad,,-,Mohammad Shahzad,44,1,146.66
1,United,Afghanistan,25,Dubai,2016-12-18,5,Najeeb Tarakai,,-,Najeeb Tarakai,40,1,160.00
2,United,Afghanistan,9,Dubai,2016-12-18,0,Asghar Afghan,,-,Asghar Afghan,10,1,111.11
3,United,Afghanistan,17,Dubai,2016-12-18,0,Usman Ghani,,-,Usman Ghani,27,2,158.82
4,United,Afghanistan,22,Dubai,2016-12-18,2,Samiullah Shinwari,,-,Samiullah Shinwari,39,3,177.27
5,United,Afghanistan,11,Dubai,2016-12-18,1,Najibullah Zadran,,-,Najibullah Zadran,18,1,163.63
6,United,Afghanistan,6,Dubai,2016-12-18,0,Mohammad Nabi,,-,Mohammad Nabi,7,0,116.66
0,Afghanistan,United,35,Dubai,2016-12-18,5,Rohan Mustafa,,-,Rohan Mustafa,58,3,165.71
1,Afghanistan,United,3,Dubai,2016-12-18,0,Mohammad Shahzad,,-,Mohammad Shahzad,1,0,33.33
2,Afghanistan,United,43,Dubai,2016-12-18,2,Shaiman Anwar,,-,Shaiman Anwar,56,1,130.23
3,Afghanistan,United,3,Dubai,2016-12-18,0,Muhammad Usman,,-,Muhammad Usman,0,0,0.00
4,Afghanistan,United,16,Dubai,2016-12-18,1,Rameez Shahzad,,-,Rameez Shahzad,15,0,93.75
5,Afghanistan,United,5,Dubai,2016-12-18,0,Amjad Khan,,-,Amjad Khan,2,0,40.00
6,Afghanistan,United,3,Dubai,2016-12-18,0,Ghulam Shabber,,-,Ghulam Shabber,2,0,66.66
7,Afghanistan,United,2,Dubai,2016-12-18,0,Mohammad Naveed,,-,Mohammad Naveed,0,0,0.00
8,Afghanistan,United,3,Dubai,2016-12-18,0,Muhammed Shanil,,-,Muhammed Shanil,1,0,33.33
9,Afghanistan,United,7,Dubai,2016-12-18,0,Ahmed Raza,,-,Ahmed Raza,4,0,57.14
0,New,Bangladesh,13,Napier,2017-01-03,1,Tamim Iqbal,,20,Tamim Iqbal,11,0,84.61
1,New,Bangladesh,2,Napier,2017-01-03,0,Imrul Kayes,,6,Imrul Kayes,0,0,0.00
2,New,Bangladesh,15,Napier,2017-01-03,1,Sabbir Rahman,,17,Sabbir Rahman,16,1,106.66
3,New,Bangladesh,14,Napier,2017-01-03,0,Shakib Al Hasan,,27,Shakib Al Hasan,14,0,100.00
4,New,Bangladesh,1,Napier,2017-01-03,0,Soumya Sarkar,,2,Soumya Sarkar,0,0,0.00
5,New,Bangladesh,47,Napier,2017-01-03,3,Mahmudullah,,62,Mahmudullah,52,3,110.63
6,New,Bangladesh,17,Napier,2017-01-03,0,Mosaddek Hossain,,18,Mosaddek Hossain,20,2,117.64
7,New,Bangladesh,3,Napier,2017-01-03,0,Mashrafe Mortaza,,8,Mashrafe Mortaza,1,0,33.33
8,New,Bangladesh,6,Napier,2017-01-03,1,Nurul Hasan,,15,Nurul Hasan,7,0,116.66
9,New,Bangladesh,2,Napier,2017-01-03,0,Rubel Hossain,,2,Rubel Hossain,2,0,100.00
0,Bangladesh,New,7,Napier,2017-01-03,1,Neil Broom,,10,NT Broom,6,0,85.71
1,Bangladesh,New,55,Napier,2017-01-03,5,Kane Williamson,,81,KS Williamson,73,2,132.72
2,Bangladesh,New,2,Napier,2017-01-03,0,Colin Munro,,7,C Munro,0,0,0.00
3,Bangladesh,New,14,Napier,2017-01-03,1,Corey Anderson,,15,CJ Anderson,13,0,92.85
4,Bangladesh,New,9,Napier,2017-01-03,0,Tom Bruce,,14,TC Bruce,7,0,77.77
5,Bangladesh,New,22,Napier,2017-01-03,3,Colin de Grandhomme,,35,C de Grandhomme,41,3,186.36
0,Bangladesh,New,1,Mount Maunganui,2017-01-06,0,Luke Ronchi,,1,L Ronchi,0,0,0.00
1,Bangladesh,New,13,Mount Maunganui,2017-01-06,2,Kane Williamson,,23,KS Williamson,12,0,92.30
2,Bangladesh,New,54,Mount Maunganui,2017-01-06,7,Colin Munro,,71,C Munro,101,7,187.03
